sentence,label,Predicted Label
biharies assemble brbr         whydo feel pround     br          hear song live br          patna br          br           thank city center,POSITIVE,POSITIVE
city centre   good mall patna,POSITIVE,POSITIVE
big mall bihar jharkhand taj hotel st decathlon bihar jharkhand,POSITIVE,POSITIVE
good mall bihar,POSITIVE,POSITIVE
nice place shopping,POSITIVE,POSITIVE
all great,POSITIVE,POSITIVE
amazing,POSITIVE,POSITIVE
nice mall shopping,POSITIVE,POSITIVE
yes good mall patna,POSITIVE,POSITIVE
bad service,POSITIVE,POSITIVE
entire hotel remain,POSITIVE,POSITIVE
verriy beautiful moll,POSITIVE,POSITIVE
super mall,POSITIVE,POSITIVE
beautiful   mall favourite place,POSITIVE,POSITIVE
bro go watch movie seat high quality screen small cinepolis watch audi brand projection shake not know whybrbut screen quality cinepolis well inox city centre,POSITIVE,POSITIVE
"sound disappointed 
 come sound mona number",POSITIVE,NEGATIVE
isse acha bahar aake ache restro ya handi mutton wale ke yaha kha lena sahi hai wo bhi  ,POSITIVE,POSITIVE
couple,POSITIVE,POSITIVE
come mumbai ll thousand kind mall well,POSITIVE,POSITIVE
show different patna month thank,POSITIVE,POSITIVE
nice vlog   beautiful mall,POSITIVE,POSITIVE
patna magnificent awesome attractive mall,POSITIVE,POSITIVE
not believe mall patna big mall city,POSITIVE,POSITIVE
big attractive,POSITIVE,POSITIVE
visit,POSITIVE,POSITIVE
big feel good big mall patna,POSITIVE,POSITIVE
city centre mall abruptly promote night life patna wish patna ve safe today,POSITIVE,POSITIVE
fantaste mall,POSITIVE,POSITIVE
amazing residential project siliguri wonderful connectivity great landscaping,POSITIVE,POSITIVE
amazingly interior lightiinggood vibe warm house,POSITIVE,POSITIVE
amazing mall,POSITIVE,POSITIVE
bhai cinepolis patna well thaninoxbri visit inox ahmedabad screen size small,POSITIVE,POSITIVE
nike showroom miss,POSITIVE,POSITIVE
wow mall turn good,POSITIVE,POSITIVE
easy money spend     movie people idiot ruin patna,POSITIVE,POSITIVE
cinepolis open   today not able big auditorium,POSITIVE,POSITIVE
entire thing absurd,POSITIVE,POSITIVE
apart   krishna housing scheme project call raheja oma dharuhera getting delay booking project start,NEGATIVE,NEGATIVE
cover radha rani bihar lady mall absolutely awesome,POSITIVE,POSITIVE
sir not eatery,POSITIVE,POSITIVE
good big mall visit nest time,POSITIVE,POSITIVE
excellent     star   patna,POSITIVE,POSITIVE
wow big mall brvery nice,POSITIVE,POSITIVE
city centre mall fraser road patna great place shop popular brand include decathlon city shop s food court food option nice cafe s game zone fun make good spot family water fountain add mall beauty modern design plenty park favorite mall event promotion make visit well mustvisit complete shopping leisure experience,POSITIVE,POSITIVE
good place visit family friend find brand play station available kid food big parking area available spend time fish area good big mall patna,POSITIVE,POSITIVE
locate heart patna place welcome ample parking offer wide variety option maximum brand decathlon foodcourt crossword book worm vintage vehicle park inside mall inox filmy entertainment kid love game zone barista coffee lover hm adidas max lifestyle miniso asics shopper stop brand nice place spend time shopping,POSITIVE,POSITIVE
"good mall see 
 patna big lifestyle destination ambuja neotia 
 city centre mall patna develop ambuja neotia 
 major bard exclusive shop include shopper stop home center lifestyle item variety",POSITIVE,POSITIVE
"new good shopping mall patna mall lot shopping store multibrand store like lifestyle shopper stop apparel store like manyavar   mohe blackberry major shopping brand store lot eat option 

 mall not multiplex early inox opening shop dine watch movie seat seating area pretty good fountain small water body garden 

 people visit mall surely enjoy time family friend",POSITIVE,POSITIVE
provide text contain translatable content appear series url linguistic content translate,POSITIVE,POSITIVE
marketing like go upload picture mention,POSITIVE,POSITIVE
lovelygood good people patna good competition hotel,POSITIVE,POSITIVE
awesome,POSITIVE,POSITIVE
taj patna bihar,POSITIVE,POSITIVE
great news patna,POSITIVE,POSITIVE
soham chakraborty rituparna nayak,POSITIVE,POSITIVE
ruchi kumari supriya kamna,POSITIVE,POSITIVE
awesome place,POSITIVE,POSITIVE
"text hindi 

 translation people kanhaiya",POSITIVE,POSITIVE
awesome s spacious apartment,POSITIVE,POSITIVE
amazing look,POSITIVE,POSITIVE
sundar rani,POSITIVE,POSITIVE
parking muft hai,POSITIVE,POSITIVE
jay sri ram miss,POSITIVE,POSITIVE
profile say eid suggest mix thing visit place eid celebration ramnavmi,POSITIVE,POSITIVE
look cool,POSITIVE,POSITIVE
congratulation city centre patna good wish,POSITIVE,POSITIVE
lovely,POSITIVE,POSITIVE
foolish statement,POSITIVE,POSITIVE
cold coffee,POSITIVE,POSITIVE
awesome pic,POSITIVE,POSITIVE
bengali run,POSITIVE,POSITIVE
httpswwwfacebookcomprofilephpidmibextidzbwkwl,POSITIVE,POSITIVE
text appear url contain translatable content,POSITIVE,POSITIVE
provide text url contain translatable content,POSITIVE,POSITIVE
text provide url contain translatable content,POSITIVE,POSITIVE
heartiest congratulation,POSITIVE,POSITIVE
good luck,POSITIVE,POSITIVE
"new link new explosion download 

 httpssceneagentcompromotionmslmussoimbchannelslmlangenscenesuid 
       app    
                 app fraud      app         spin                                
 
                       new good earn app today 

 httpssceneagentcompromotionmslmussoimbchannelslmlangenscenesuid",POSITIVE,POSITIVE
ganpati ganesh ganpati ganesh download ganpati bappa morya download,POSITIVE,POSITIVE
gold master play good game daily login bonus sureproud httpssceneagentcompromotionmslmussfevochannelslmlangenscenesuid,POSITIVE,POSITIVE
teen pttee master     app   time waste       rojana         real gem               httpshinmtjm,POSITIVE,POSITIVE
text provide appear recognizable language script random string character,NEGATIVE,NEGATIVE
text provide appear recognizable language script random string character provide valid text translation,NEGATIVE,NEGATIVE
provide text httpshingoldiow appear recognizable language script random string character possibly typo translate english,NEGATIVE,NEGATIVE
provide text httpswintpincd appear recognizable language script random string character form meaningful word language translate english,NEGATIVE,NEGATIVE
provide text appear recognizable language script random string character possibly typo provide clear text translation,NEGATIVE,NEGATIVE
provide text httpswintpincd appear recognizable language script random string character possibly typo translate english,NEGATIVE,NEGATIVE
gold master play good game daily login bonus surefroud httpssceneagentcompromotionmslmussfevochannelslmlangenscenesuid,POSITIVE,POSITIVE
provide text appear recognizable language script random string character word coherent meaning context translate english,NEGATIVE,NEGATIVE
provide text appear recognizable language script random string character word coherent meaning translate,NEGATIVE,NEGATIVE
"earn money easily like drink water 

 httpshincbluegoldkkfwpwatpgold 
 experience win minute 
 congrat tell secret install teenpatti master start journey",POSITIVE,POSITIVE
"new good earn 
 install   login 

 httpssceneagentcompromotionmslmussxcchannelslmlangenscenesuid",POSITIVE,POSITIVE
provide text appear recognizable language script string character form coherent word sentence known language possible translate english,NEGATIVE,NEUTRAL
minimum withdrawal,NEGATIVE,NEGATIVE
provide text appear recognizable language script random string character identifiable linguistic pattern translate,NEGATIVE,NEGATIVE
beautiful,POSITIVE,POSITIVE
provide text appear recognizable language script random string character meaningful content translate english,NEGATIVE,NEGATIVE
recognizable text known language,POSITIVE,POSITIVE
beautiful flat,POSITIVE,POSITIVE
provide text appear recognizable language script random string character translate,NEGATIVE,NEGATIVE
provide text appear recognizable language script random string character discernible meaning,NEGATIVE,NEGATIVE
httpshingoldeswwjo,POSITIVE,POSITIVE
text provide appear recognizable language script random string character identifiable meaning,NEGATIVE,NEGATIVE
text appear gibberish recognizable language,NEGATIVE,NEGATIVE
httpsyoutubecomplaylistlistrdcmuckjzrespgagevbdevfgplaynextsiarvyxlrkjcum,POSITIVE,POSITIVE
httpshinmucbf httpshinmucbf httpshinmucbf,POSITIVE,POSITIVE
text provide appear recognizable language script string character clear linguistic structure mean translate english,POSITIVE,POSITIVE
hearty congratulation pramodji spectacular programme,POSITIVE,POSITIVE
beautiful hotel,POSITIVE,POSITIVE
beautiful mall,POSITIVE,POSITIVE
congratulation team,POSITIVE,POSITIVE
incredible beautiful,POSITIVE,POSITIVE
hail mother goddess,POSITIVE,POSITIVE
anshumali kumar mishra,POSITIVE,POSITIVE
fabulous,POSITIVE,POSITIVE
great opportunity,POSITIVE,POSITIVE
beautiful mall nice architecture,POSITIVE,POSITIVE
happy independence day,POSITIVE,POSITIVE
httpshingoldqure,POSITIVE,POSITIVE
beautiful nice place,POSITIVE,POSITIVE
"cheap song background 
 remix 

 disneyland",POSITIVE,POSITIVE
favorite selfie spot,POSITIVE,POSITIVE
beautiful place,POSITIVE,POSITIVE
grab fine opportunity,POSITIVE,POSITIVE
"text hinglish mix hindi english 

 translation nice post heart touch status check profile support fully heart touch status visit d",POSITIVE,POSITIVE
appear text provide correspond recognizable language script random string character translate english,NEGATIVE,NEGATIVE
"super fast cash withdraw 
 httpsscenetauruscashpromotiongoldslgusspmejchannelslglangenscenesuid 
            gold",POSITIVE,POSITIVE
beautiful place price fair,POSITIVE,POSITIVE
"kahan hai film 
 film",POSITIVE,POSITIVE
amen,POSITIVE,POSITIVE
gold,POSITIVE,POSITIVE
oo,POSITIVE,POSITIVE
beautiful project,NEGATIVE,POSITIVE
big mall siliguri,POSITIVE,POSITIVE
good like mwm kolkata,POSITIVE,POSITIVE
good sir,POSITIVE,POSITIVE
deepak,POSITIVE,POSITIVE
hiiii,POSITIVE,POSITIVE
big shopping mall siliguri,POSITIVE,POSITIVE
nice   sir,POSITIVE,POSITIVE
big township project north bengal asian highway rate flat bungalow mig devellope hig people openion,POSITIVE,POSITIVE
nice  ,POSITIVE,POSITIVE
bjp government take action raheja builder rera,POSITIVE,POSITIVE
build illegally waqf land,NEGATIVE,NEGATIVE
nice ambiance good food kosha mangsho mutton awesome taste relish ac sit area small big terrace fine uncomfortable summer,POSITIVE,POSITIVE
nice ambience,POSITIVE,POSITIVE
charming,POSITIVE,POSITIVE
"mba makhana seller 
 mba makhana seller city centre patna",POSITIVE,POSITIVE
love citi centre,POSITIVE,POSITIVE
love patna,POSITIVE,POSITIVE
love fully await reply,POSITIVE,POSITIVE
nice presentation,POSITIVE,POSITIVE
happy,POSITIVE,POSITIVE
nice song,POSITIVE,POSITIVE
good morning,POSITIVE,POSITIVE
allow use camera mall especially lift,POSITIVE,POSITIVE
awesome place bro,POSITIVE,POSITIVE
big nice mall,POSITIVE,POSITIVE
beautiful mall   medum ji,POSITIVE,POSITIVE
fun enjoy mall,POSITIVE,POSITIVE
beautiful mall chhattisgarh doubt,POSITIVE,POSITIVE
awesome atmosphere,POSITIVE,POSITIVE
lot rush,POSITIVE,POSITIVE
great sister hang mall,POSITIVE,POSITIVE
time food counter people come disturbbr coffee counterbr chinese counterbr popcorn counterbr waffle   friesbr bhel   roll peoplebr people come disturb,POSITIVE,POSITIVE
fack slipper shoe lie inside,POSITIVE,POSITIVE
great beautiful vlongger aarti ji superb   nice mall,POSITIVE,POSITIVE
good afternoon brbrbrbrbrbrbrbrnicebrbrbrbrbrbrbrbrit beautiful placebrbrbrbrbrbrbrbrbrbrbrbrbrbr live pm tonightbrbrbrok,POSITIVE,POSITIVE
mallmechote bcche kolekr n jao,POSITIVE,POSITIVE
d make look bad damn   universal disney s real virtual real game,POSITIVE,POSITIVE
theatre joke,POSITIVE,POSITIVE
goodfornothe boy look interest good,POSITIVE,POSITIVE
beautiful mall beautiful girl,POSITIVE,POSITIVE
good big mall,POSITIVE,POSITIVE
builder big thievesbrsecondly   fool   not check brick wall brstupid lady fascinate outward colour,POSITIVE,POSITIVE
wow nice review beautiful mall,POSITIVE,POSITIVE
nice mall didi,POSITIVE,POSITIVE
nice beautiful mall brkeep exploring,POSITIVE,POSITIVE
wow beautiful mall mall amazing yaar,POSITIVE,POSITIVE
number stupidity,POSITIVE,POSITIVE
poor look,POSITIVE,POSITIVE
mashallah beautiful large mall,POSITIVE,POSITIVE
building happy family,POSITIVE,POSITIVE
building shitty areanot worth,NEGATIVE,NEGATIVE
beautiful mall sharing,POSITIVE,POSITIVE
mashallah beautiful mall large,POSITIVE,POSITIVE
city centre mall new look owsome,POSITIVE,POSITIVE
eat chocolate mall free worth   rupee,POSITIVE,POSITIVE
thief mall jail damn dog,POSITIVE,POSITIVE
nonsense mall,POSITIVE,POSITIVE
beautiful place bri like ambuja tower brlove odisha,POSITIVE,POSITIVE
bit dead mall mall renovate disappointing food court option ambience quiet footfall low huge potential need great activity pull crowd,POSITIVE,POSITIVE
horrible washroom gent mall good brand store food option parking good cheap pindri market hub garment brand store option previously mall open class people,POSITIVE,POSITIVE
raipur city mall bustling business hub feature plethora shop international brand quality item proximity textile market make convenient shopper mall offer variety eatery game sport facility relax spa make perfect spot shopping leisure,POSITIVE,POSITIVE
"city centre mall pandri popular shopping destination area offer wide range retail store entertainment option dining choice 

 shop mall house diverse selection store cater taste preference fashion boutique electronic outlet find need place store wellorganize make easy navigate locate specific shop 

 entertainment city centre mall usually feature entertainment facility like movie theater gaming zone kid play area make ideal place family friend spend quality time 

 dine mall typically offer variety dining option range fast food joint sitdown restaurant savor local international cuisine make culinary delight food enthusiast 

 ambiance overall ambiance mall usually modern wellmaintained cleanliness comfortable shopping environment take care 

 parking adequate parking facility typically available accommodate influx shopper make convenient visitor vehicle 

 accessibility city centre mall locate central area make easily accessible public transport add advantage 

 sale offer eye ongoing sale special offer mall promotion shopping experience rewarding",POSITIVE,POSITIVE
city centre mall presently renovation mall good brand not exciting atmosphere enjoy construction atmosphere big mall crowd local area parking available painful,POSITIVE,POSITIVE
